source;type_fact;span;targetWord;Labeler_1 (yes/no);Label_2 (yes/no);Label_3 (yes/no)
https://georgewbush-whitehouse.archives.gov;meet;"FLEISCHER :Again , the issue was would the Vice President meet with Chairman Arafat , which was a different measure than -- 
 Q";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;No .Again , we do n't get into discussing staff - level meetings .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"And he knows guys like Karl Rove .So did he meet with him or not ? 
 MR .";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;So the President will continue to emphasize the importance of making -- permanently fixing Social Security and the importance of personal accounts to strengthening it .And that 's what I go back to , is when you look at the system today , it is promising things -- it is making a promise to our children and grandchildren that it can not meet .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Yes ,Ari , how long is the meeting scheduled 
 with the Papal envoy , with Cardinal Laghi ? 
 MR .";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"But can we not interrogate these people ourselves ? 
 MR .McCLELLAN : We do talk to people to gather intelligence .";gather;No;;
https://georgewbush-whitehouse.archives.gov;meet;FLEISCHER :The President met with a group of moderates last week .;meet;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"That 's why this President is fully committed to doing everything within his lawful power to save lives and prevent attacks from happening .And we 're going to continue using every tool at our disposal to meet that important objective . 
";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"They all have expressed their support for the six - party talks . 
The President met with some of those leaders as recently as his last trip to Chile , and had good discussions with a number of those leaders .";meet;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"Thursday -- let me 
 update the schedule 
 -- the President is going to focus on Social Security in two events on Thursday .He 'll be participating in a town hall meeting on strengthening Social Security in Raleigh , North Carolina .";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;": Does the President believe this was an unjust indictment , given that no individuals were indicted ?And second , has he met with anyone from Arthur Andersen , any employees , any executives about this indictment ? 
";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;Well , like I said , and like the President has indicated , we 're not going to prejudge what may take place at the Security Council .The first step is to go forward with this board meeting of the International Atomic Energy Agency .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"What other specific issues are they going to talk about ?It 's a lot of hours of meetings . 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"But we 're not going to prejudge what that may be at this point .We 're focused right now on the continuing discussions leading up to the board meeting . 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;First of all , we share the same goal that Congressman Baker has .We 've been working with him to make sure that the needs -- and other congressional leaders -- to make sure the needs are met , as I talked about .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"QSo you were at the meeting , did you see any comments from any of the former Secretaries that the President did n't seem to like ? 
 MR .";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"That 's why this President is fully committed to doing everything within his lawful power to save lives and prevent attacks from happening .And we 're going to continue using every tool at our disposal to meet that important objective . 
";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"FLEISCHER :I 'm not clear on any of the meetings the President himself had with any of his potential appointees in these matters . 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"And the President calls upon all Angolans to fulfill their obligations to peace there . 
As you mentioned , President dos Santos will be here tomorrow , along with President Chissano of Mozambique and Mogae of Botswana , for a meeting with the President .";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;McCLELLAN : I did check .There were a few staff - level meetings .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;QCan I one -- just one follow - up , Scott , because I think just to refresh your memory , when the whole Enron scandal came up , and there were questions about Ken Lay 's ties to President Bush , this White House -- and you may have even worked on this -- under your predecessor provided specific information on White House meetings between Ken Lay and senior staff .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;FLEISCHER :Dan will be at the meeting tomorrow morning .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Q Okay , you talked about the Hanukkah receptions .Can you talk about the staff - level meetings and what years those were , or -- 
 MR .";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;How ?I mean , the President has never met a Palestinian .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;No .Again , we do n't get into discussing staff - level meetings .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"QCan you tell us if he met with Karl Rove ? 
 MR .";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Can you tell us if he met with Karl Rove ? 
 MR .McCLELLAN : Because we do n't discuss staff - level meetings -- 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Within one week of the attack on the World Trade Center and the Pentagon , and in Pennsylvania , the President visited a mosque here in the Washington community to send a signal that Islam is a peace - loving religion .And throughout the various meetings that the President had with members of Congress , even in the week prior to that , right after the attack , the President urged members of Congress to remind Americans that Arab Americans love our flag just as much as anybody else and that Islam is a religion of peace . 
";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"QCan your colleague answer about the EU meeting yesterday , perhaps ? 
";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"QSo , Scott , why would a Jack Abramoff have access to staff - level meetings here at the White House ? 
 MR .";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"QWould you qualify it as senior staff that he met with here ? 
 MR .";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"McCLELLAN : I 'd encourage you to read -- the Department of Justice put out a pretty detailed list of the consequences of not renewing the Patriot Act .And yesterday -- you were n't here , but the U.S. Attorneys met with the President and they talked about how they have successfully used the tools within the Patriot Act to prevent attacks from happening . 
";meet;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"What steps is the administration taking ?What criteria is the administration proposing to make sure that the standards the President originally set are , in fact , met as these requests come in from other nations . 
";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;And this seems to be kind of a continuing theme from this White House .A lot of people might say that it 's bad for troop morale and irresponsible to say that American troops would be greeted with candies and flowers , when that did n't happen , or that there were weapons of mass destruction when there were n't any .;greet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"There has been in many circles a patriotic rally where the American people have expressed their confidence and their belief that the United States is on the right track , that the United States economy will be strong . 
And it 's that American spirit that has always kept us free , and has enabled us to deal with any adversaries that have ever crossed our paths before .";cross;No;;
https://georgewbush-whitehouse.archives.gov;meet;And so the President has directed his staff to take a look at any potential proposals that can come together to help the airline industry .I indicated the President is going to have other meetings today on the overall status of the economy , and to the degree that the President authorizes any actions to help the economy , it helps all those who , of course , participate in the economy .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"QCan I just ask one more question about the 
 meeting between 
 Vicente Fox , Paul Martin , and President Bush ?";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"And that 's why I said this is much like what took place last November where we went through the same process of a resolution being drafted , the words being carefully examined , the words being shared with other nations , all in an attempt to do exactly what the United Nations Security Council is set up to do , which is to form common bond , to forge agreements .And so this is a very collaborative process among allies , and that 's why the meetings will include discussions of language . 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"And what we do is we continue what we 're doing now .We 're reaching out to members of Congress ; we 're having staff - level meetings ; the President is having meetings .";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;And so we 're in discussions with the Europeans , with Russia , with China , with others , about how to move forward .And there will be a board meeting of the International Atomic Energy Agency in early February to look at referring the matter to the Security Council .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"McCLELLAN :The Patriot Act is a law that meets both those commitments and it is -- 
";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"What got him in the door here ?How did he qualify for meetings here ? 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"What got him in the door here ?How did he qualify for meetings here ? 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;FLEISCHER :We anticipate that the meeting will take place .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"That is the first step of the Mitchell Accords .There have been meetings between the Israelis and the Palestinians to discuss security arrangements in the Middle East . 
";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"QAnd also , with respect to a report over the weekend that four former heads of clandestine operations had offered to speak with 
 Porter Goss 
 on their perspective as far as their own experience in the agency , the fact that Porter Goss declined a meeting with them -- I know you said this morning , well , that 's a matter of management style and a question of management , but is n't it actually a question of information - sharing ?";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"His views are still the same ; they have not changed .And certainly dialogue , cross - strait dialogue is important for moving forward to resolve some of these issues .";cross;No;;
https://georgewbush-whitehouse.archives.gov;meet;"That is the first step of the Mitchell Accords .There have been meetings between the Israelis and the Palestinians to discuss security arrangements in the Middle East . 
";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"McCLELLAN :No , was n't discussed in this meeting . 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Of course you do , whenever you want to discuss staff - level meetings .And if Karl Rove , who has ties to Ralph Reed , which he does , we want to know if he has ties to Jack Abramoff , and if they met -- 
 MR .";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Really , the President is not the purveyor of that .The President is here really to greet them and to comfort them . 
";greet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"QBut if there was nothing improper about contacts with him , why not open up records about any visits or meetings Mr. Abramoff might have had ? 
 MR .";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Q Okay , you talked about the Hanukkah receptions .Can you talk about the staff - level meetings and what years those were , or -- 
 MR .";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;We are working closely with Mayor Nagin , we 're working closely with the governors in the region and other mayors and county officials .The President has had a number of meetings in the region with these officials to look at issues like this .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;McCLELLAN :No , we need to continue to move forward in the coming years on responsible budgeting that meets our priorities and exercises spending restraint .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;QCan I one -- just one follow - up , Scott , because I think just to refresh your memory , when the whole Enron scandal came up , and there were questions about Ken Lay 's ties to President Bush , this White House -- and you may have even worked on this -- under your predecessor provided specific information on White House meetings between Ken Lay and senior staff .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"What was the subject -- 
 MR .McCLELLAN : I just indicated earlier to Elisabeth 's questions that we just do n't get into discussing White House staff - level meetings .";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"If I can follow - up the question .So he is open to , at any point , stepping into this process , himself , to encourage meetings between Arafat and Sharon ? 
 MR .";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Week ahead : On Sunday , the President will depart the ranch and return to Washington , D.C. , where he will host the National Governors Association dinner . 
Monday morning the President will meet with the governors in the State Dining Room .";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;FLEISCHER :Well , the President will always work with the Congress to help meet his priorities .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Separate question .On the 
 bird flu meeting 
 this afternoon , the President is going to listen -- offer federal help , or ask them what the feds can do to encourage increased capacity .";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;On Tuesday , February 22nd , the President will begin his day with a breakfast with Prime Minister Tony Blair of the United Kingdom , and then he will proceed to NATO Headquarters .Upon arriving at NATO , the President will meet with Ukrainian President Yuschenko .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"This is about connecting the dots .This is about gathering information , connecting the dots , and then disrupting plots and plans against the United States of America . 
";gather;No;;
https://georgewbush-whitehouse.archives.gov;meet;"I also want to raise -- you mentioned Japan .And , of course , there will be an important conference this weekend led by the United States , the European Union , Saudi Arabia and Japan on the reconstruction of Afghanistan , a very important meeting on the future of developing a peaceful and stable Afghanistan , and I think there will be an announcement there about assistance from Afghanistan from a number of these nations to help Afghanistan be free from terror . 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;QIn limiting this battle against terrorism to groups which threaten the United States , what incentive is there for the international coalition the President is trying to assemble to join in ?;assemble;No;;
https://georgewbush-whitehouse.archives.gov;meet;"QCan you assure us that no one in the administration has ever tried to influence -- not the editorial portion of their broadcasting , but their news gathering areas ? 
 MR .";gathering;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Within one week of the attack on the World Trade Center and the Pentagon , and in Pennsylvania , the President visited a mosque here in the Washington community to send a signal that Islam is a peace - loving religion .And throughout the various meetings that the President had with members of Congress , even in the week prior to that , right after the attack , the President urged members of Congress to remind Americans that Arab Americans love our flag just as much as anybody else and that Islam is a religion of peace . 
";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;FLEISCHER :The President looks forward to receiving and greeting the Papal Emissary tomorrow to find out what the message of the Pope is on this topic .;greet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"The Middlebury piece can get struck from the record , if you so desire . 
Tuesday morning , the President will meet with the Prime Minister of Bulgaria in the Oval Office .";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;QCan I one -- just one follow - up , Scott , because I think just to refresh your memory , when the whole Enron scandal came up , and there were questions about Ken Lay 's ties to President Bush , this White House -- and you may have even worked on this -- under your predecessor provided specific information on White House meetings between Ken Lay and senior staff .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"But we 're not going to prejudge what that may be at this point .We 're focused right now on the continuing discussions leading up to the board meeting . 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;McCLELLAN :It 's part of -- legislative affairs continues to set up these meetings as part of the ongoing outreach .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;Again , I will have more to say on this after the meeting takes tomorrow .And I do n't want to presume what a message may be , or what the meeting will be .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;And so we 're in discussions with the Europeans , with Russia , with China , with others , about how to move forward .And there will be a board meeting of the International Atomic Energy Agency in early February to look at referring the matter to the Security Council .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"And the President calls upon all Angolans to fulfill their obligations to peace there . 
As you mentioned , President dos Santos will be here tomorrow , along with President Chissano of Mozambique and Mogae of Botswana , for a meeting with the President .";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;MR .McCLELLAN : I have n't seen his comments , but I know that this is something that the two leaders have discussed in each and every meeting that they 've had .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;And this seems to be kind of a continuing theme from this White House .A lot of people might say that it 's bad for troop morale and irresponsible to say that American troops would be greeted with candies and flowers , when that did n't happen , or that there were weapons of mass destruction when there were n't any .;greet;No;;
https://georgewbush-whitehouse.archives.gov;meet;And this seems to be kind of a continuing theme from this White House .A lot of people might say that it 's bad for troop morale and irresponsible to say that American troops would be greeted with candies and flowers , when that did n't happen , or that there were weapons of mass destruction when there were n't any .;greet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"QBut if there was nothing improper about contacts with him , why not open up records about any visits or meetings Mr. Abramoff might have had ? 
 MR .";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Really , the President is not the purveyor of that .The President is here really to greet them and to comfort them . 
";greet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"We 're doing it through this authorization .And we 're doing it through other means by working cooperatively with international partners around the globe to gather intelligence . 
";gather;No;;
https://georgewbush-whitehouse.archives.gov;meet;The congressional leaders meeting focused much more broadly than the National Security Council meeting .Their meeting talked about a variety of issues around the world .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"But the President 's views are very well - known when it comes to the importation of drugs .We want to make sure that those drugs meet the same high safety standards as drugs approved in America have to meet . 
";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;FLEISCHER :The President looks forward to receiving and greeting the Papal Emissary tomorrow to find out what the message of the Pope is on this topic .;greet;No;;
https://georgewbush-whitehouse.archives.gov;meet;I welcome the opportunity to do this -- but they know the difference between honest critics who question the way the war is being prosecuted -- we welcome that .In fact , the President has met with some of those honest critics .;meet;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"McCLELLAN : I did n't get an update before I came out here this morning .As I said , I 've been participating in these meetings with the President with senators , and another interview that he had this morning . 
";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;What I was asked is to go and check on this , and I did .And there were only a couple of holiday receptions that he attended , and then a few staff - level meetings on top of that .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"One individual talked about how a political prisoner was ordered executed by the regime leader known as Chemical Ali .He was in a lineup of prisoners , and Chemical Ali heard that he had spoken out against the regime and he said -- and this was the words of the person in this meeting -- "" cut his head off .";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"And I would refer you to that .This will be a meeting that takes place in January . 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"And the President thinks that one of the reasons there is such hatred in the region is because -- the information has got to be factual , it 's got to honest , otherwise old hatreds will endure . 
And in regard to the specific question you raised , about an article that appeared in the Saudi press , Dr. Condoleezza Rice , the President 's National Security Advisor , brought that up directly in a meeting with the Saudi Ambassador .";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;FLEISCHER :Number one , the question was previously about the meeting .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;I think that 's an important part of protecting justice in America .Those decisions , and this is the way the President leads , get delegated to the professionals who have responsibility for reviewing the facts as they see them that are gathered by the Department of Justice .;gather;No;;
https://georgewbush-whitehouse.archives.gov;meet;We are doing both .Congress has been moving forward in a way to meet our priorities and exercise responsible spending restraint .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"FLEISCHER :Again , the issue was would the Vice President meet with Chairman Arafat , which was a different measure than -- 
 Q";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"McCLELLAN :No , this was something we 've been looking at scheduling for a while , and he 's met with previous victims of the regime , as well . 
";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"That 's why I pointed out that what was drafted -- this law that was drafted and presented runs counter to that .We continue to encourage cross - strait dialogue , but we 've been supportive of the people in the region and we 'll continue to be . 
";cross;No;;
https://georgewbush-whitehouse.archives.gov;meet;"FLEISCHER :Again , the issue was would the Vice President meet with Chairman Arafat , which was a different measure than -- 
 Q";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;FLEISCHER :The President regularly meets with members of Congress for a variety of reasons , with people from all kinds of backgrounds .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Q Absolved you , has she absolved you -- 
 Q -- of your political support for her , knowing that your proper loyalty lies with the President and his choice ?If so , will you ever again be invited to Mom 's for dinner ?";invite;No;;
https://georgewbush-whitehouse.archives.gov;meet;McCLELLAN : I think we 're still finalizing the agenda and working with those two countries .This is scheduled to be a trilateral meeting and trilateral lunch .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;All parties have responsibilities , and it 's important that parties seize this opportunity to move forward to the President 's two - state vision .So we welcome the meeting taking place tomorrow .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"FLEISCHER :I 'll let you know if anything like that comes up , but the focus of the meeting is going to be on trade . 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;McCLELLAN :Well , the meeting was just -- or the visit was just announced yesterday .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;McCLELLAN :Well , we put forward a number of proposals when it comes to helping workers and helping them meet their needs in the future .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;And so we 're in discussions with the Europeans , with Russia , with China , with others , about how to move forward .And there will be a board meeting of the International Atomic Energy Agency in early February to look at referring the matter to the Security Council .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;Well , I think if that was said , it ignores the reality , because the President has been leading the way when it comes to making sure that we 're enforcing our borders and that we 're also continuing to be a welcoming society for people that want to come here for the right reasons .And that 's why the President has outlined a comprehensive approach to immigration reform , an approach that is based on continuing to take steps to strengthen our borders , as well as moving forward on a temporary worker program to meet an important economic need .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;QCan I one -- just one follow - up , Scott , because I think just to refresh your memory , when the whole Enron scandal came up , and there were questions about Ken Lay 's ties to President Bush , this White House -- and you may have even worked on this -- under your predecessor provided specific information on White House meetings between Ken Lay and senior staff .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;Then the President had his usual briefings .He had the meeting with President Basescu , and the two leaders spoke at the end of that meeting , and took some questions .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"Oh , it 's going to be long --that 's my understanding , just kind of an initial check , just -- there are probably a few staff - level meetings and that 's about it -- 
 Q";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;Oh , I disagree .I think it 's something that he discusses when he meets with leaders around the world .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Q Okay , you talked about the Hanukkah receptions .Can you talk about the staff - level meetings and what years those were , or -- 
 MR .";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"QSo you were at the meeting , did you see any comments from any of the former Secretaries that the President did n't seem to like ? 
 MR .";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;No .Again , we do n't get into discussing staff - level meetings .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;Well , I think if that was said , it ignores the reality , because the President has been leading the way when it comes to making sure that we 're enforcing our borders and that we 're also continuing to be a welcoming society for people that want to come here for the right reasons .And that 's why the President has outlined a comprehensive approach to immigration reform , an approach that is based on continuing to take steps to strengthen our borders , as well as moving forward on a temporary worker program to meet an important economic need .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;We are firmly committed to continuing to help the Iraqi people build a lasting democracy and help them with reconstruction .The international community has important responsibilities to meet , as well .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"But the deficit - reduction plan that the President has outlined is based really on two things : one , continuing to keep our economy growing stronger ; and two , exercising spending restraint .And Congress has met the top - line budget numbers that we have outlined over the previous couple years , and we 're confident they 'll do it again this year so that we can cut the deficit in half over the next five years . 
";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;QOf course you do , whenever you want to discuss staff - level meetings .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;That 's the goal that we 're working to accomplish .And we remain firmly committed to helping the interim government meet that timetable .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;McCLELLAN : We 've always been supportive of what I spelled out , and that 's -- that the Taiwan Relations Act -- that 's any effort to determine the future of Taiwan by anything other than peaceful means .We believe that there ought to be cross - strait dialogue .;cross;No;;
https://georgewbush-whitehouse.archives.gov;meet;FLEISCHER :I 'm not sure if it was discussed at a ministerial level or some other level , but to the best of my knowledge -- and I sat in on most of the meetings the President had --;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"That is the first step of the Mitchell Accords .There have been meetings between the Israelis and the Palestinians to discuss security arrangements in the Middle East . 
";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;McCLELLAN : It does n't change what I just said .Again , look at the meeting that took place earlier today , and let me again describe for you the nature of that meeting .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"And I do n't think getting into discussion about this -- discussing this , is fair to anybody beyond responding to what your question was . 
As a general matter , there were just a few staff level meetings and a couple of holiday receptions , is what I 've been able to learn .";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;He 's been -- he was here yesterday afternoon and participated in a lengthy meeting last night with our combatant commanders who are in town .This is an annual meeting that takes place , and he 's been attending meetings throughout the morning , including the intelligence briefing that he attends on a daily basis with the President .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;McCLELLAN : I did check .There were a few staff - level meetings .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"You have now talked , and the Transportation Secretary talked about coming up with your own plan .Does that suggest that what the air industry has put before Congress does not meet with entire administration approval , and you want to go in a different direction ? 
";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"Really , the President is not the purveyor of that .The President is here really to greet them and to comfort them . 
";greet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"We must make sure that there 's no interruption or disruption of the resources that they need to be able to carry out their efforts that are aimed at protecting America and making us more secure . 
We also must meet an important economic need here at home , and that is reducing our dependence on foreign sources of energy .";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;I know that that 's been discussed in the past .And they 've also been working to make sure the recruiting goals are being met , as well .;meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;"What got him in the door here ?How did he qualify for meetings here ? 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;"The President has said previously that he hopes that this matter can be resolved peacefully , and that the best way for this to be resolved peacefully is through the actions of Saddam Hussein .We will see what happens in the meeting tomorrow , what the message is , and I 'll have a report for you tomorrow . 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;FLEISCHER :The congressional leaders meeting focused much more broadly than the National Security Council meeting .;meet|meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"Q Scott , a two - part .With regard to reports of the President meeting with Secretary Rumsfeld , considering the just concluded fast of an Episcopal Navy chaplain , why has n't the President , as Commander - in - Chief , ordered the United States Navy to stop any action whatsoever against Christian chaplains who mention Christ , Jewish chaplains who mention God , and Muslim chaplains who mention Mohammed ? 
 MR .";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;They are treated well , they are treated humanely .The International Committee for the Red Cross has access to go down there and look .;cross;No;;
https://georgewbush-whitehouse.archives.gov;meet;"That is the first step of the Mitchell Accords .There have been meetings between the Israelis and the Palestinians to discuss security arrangements in the Middle East . 
";meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;What I was asked is to go and check on this , and I did .And there were only a couple of holiday receptions that he attended , and then a few staff - level meetings on top of that .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"We had been supporting their efforts .And so what we 'll continue to do is discuss the next steps with the Europeans and Russia and China and others as we move closer to the board meeting and at the board meeting . 
";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;QIn limiting this battle against terrorism to groups which threaten the United States , what incentive is there for the international coalition the President is trying to assemble to join in ?;assemble;No;;
https://georgewbush-whitehouse.archives.gov;meet;"In terms of the softwood 
 lumber issue 
 , this is something that we 've had a disagreement over .The President has discussed it on a number of occasions when he 's met with the Prime Minister there .";meet;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"And the President calls upon all Angolans to fulfill their obligations to peace there . 
As you mentioned , President dos Santos will be here tomorrow , along with President Chissano of Mozambique and Mogae of Botswana , for a meeting with the President .";meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;Well , like I said , and like the President has indicated , we 're not going to prejudge what may take place at the Security Council .The first step is to go forward with this board meeting of the International Atomic Energy Agency .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;I 'm not aware of any conversations the President has had about that .But , of course , the United States is following closely the developments involving the meeting between India and Pakistan .;meeting;No;;
https://georgewbush-whitehouse.archives.gov;meet;But all of this can be addressed .All of this can be done , if the Senate is willing to take action this week as a result of the meetings the President had with the Senate Democrats and the conversations he 's had on the phone with them .;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"QWhat are their views , if you have met with them ? 
";meet;No;;
https://georgewbush-whitehouse.archives.gov;meet;QI had a question about the CBS broadcast tonight , but first of all , could you address the second half of the question about the Voloshin meeting ?;meeting;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;I welcome the opportunity to do this -- but they know the difference between honest critics who question the way the war is being prosecuted -- we welcome that .In fact , the President has met with some of those honest critics .;meet;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;"Can you tell us what 's going to top the agenda thereand why did the President want to meet with Prime Minister Blair in Crawford as opposed to here at the White House ? 
";meet;Yes;;
https://georgewbush-whitehouse.archives.gov;meet;Well , like I said , and like the President has indicated , we 're not going to prejudge what may take place at the Security Council .The first step is to go forward with this board meeting of the International Atomic Energy Agency .;meeting;No;;
